Accession,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7
O76013,642449.2813,0,0,0,0,0,9025457.688
P10915,0,1303088.125,0,0,0,0,1994115.75
O14807,243036.625,0,0,0,0,0,8932809
Q9H0X4,0,0,0,0,8001176,0,0
Q9BZH6,0,0,0,0,0,0,0
O75477,0,0,3913021.25,0,0,4769580.5,0
P57740,0,0,665452.125,0,0,0,789667.75
Q9H9H4,0,0,2296601.5,0,0,0,0
Q9HB71,645841.5,0,0,0,0,4958016.438,0
O43150,0,563390.4375,4050694.625,0,0,0,0
Q02952,0,0,0,0,1525606,0,0
O75431,0,0,3188124.5,0,0,646034,0
P78330,0,0,5641755.5,0,0,0,0
Q9NVJ2,0,1499800.625,0,0,2367273.25,0,0
P12081,821345,0,0,3068103.25,0,0,0
A0A0B4J2D9,0,0,0,0,0,0,0
Q9P2K8,0,0,0,0,0,3256202,305875.7813
Q9NXN4,619071.25,3917128.25,0,0,0,0,0
Q9BRQ8,0,882049.8438,0,0,0,0,0
P14317,0,0,0,0,2729641.75,0,0
P54105,0,0,0,0,0,1174593.125,0
P09601,0,0,0,0,0,0,4180667.25
A5D8V6,0,0,3560403.5,329489.0313,0,0,0
Q6IQ22,0,0,0,0,2839138.5,0,272035.0938
Q68CP9,0,0,2618442.75,0,0,0,0
O75964,0,0,1906880.125,0,0,221225.2344,0
Q12905,0,987920.9375,0,0,0,213476.9063,0
Q9Y653,0,0,0,0,949837.5,0,1051572.813
Q9H1E3,0,0,0,0,543776.875,0,608219.6875
Q96C24,0,0,0,0,0,3648487.719,0
Q13433,0,0,0,0,0,0,3619335.25
Q96CT7,0,0,0,0,0,0,1014389.188
P35270,0,1474314.344,0,0,0,703017.375,0
P53367,2750334.875,0,0,0,0,0,0
Q9UBU9,0,0,1193769.625,0,0,204690.6094,0
Q9BRX2,0,0,0,0,0,0,0
Q8IXS8,0,1691333.375,0,0,0,1650116.625,0
Q96I24,0,0,0,843186.5,822280.5625,0,0
Q15020,0,0,0,1211843.75,0,804135.0625,0
Q8NEZ3,0,0,0,0,0,0,0
Q9H0C8,0,0,0,0,0,303599.7188,0
Q9HCU0,0,0,0,1281002.125,951869.1875,0,0
Q96BW5,748020.6875,123016.9922,0,0,0,0,0
Q9NZW5,0,0,0,0,0,0,0
Q8TC07,0,0,0,267438.6875,1281430.75,0,0
A0A0B4J1Y8,0,0,0,0,0,0,0
P09917,0,0,1232540.375,478100.125,0,0,0
O00370,0,0,0,1812638,0,1219995.125,0
P13716,0,0,0,0,1168489,1314577.75,0
P19174,0,1006612.875,0,0,0,0,0
P47813,0,0,236341.0313,970589.6875,0,0,0
P98194,556661.1875,0,0,0,0,289646.9063,0
Q8NBU5,0,0,194219.7188,0,0,0,0
Q6EMK4,0,0,0,0,761667.0625,0,710756.5
P12830,0,0,0,0,0,0,0
Q8N9N2,0,0,0,0,0,1089202.125,0
P22307,0,0,0,0,720572.1875,0,725950.625
P33527,0,529609.6875,0,0,0,0,2081066.5
O75947,0,0,0,0,516538.625,1284889.75,0
O00161,0,0,0,0,757759.1875,1648995.563,0
Q9UM07,1455542.906,0,0,0,0,0,415184.0625
P53041,0,0,0,0,1548287.875,0,0
A4D1P6,0,0,0,148987.8594,0,0,0
Q9C0E2,577839.4375,0,0,904591.1875,0,0,0
Q9NSI6,0,0,0,1354683.625,0,0,0
Q9Y295,1158625.25,0,0,0,80655.82813,0,0
P22748,2032391.375,0,0,714105.7969,0,0,0
Q0VGL1,0,410490.5938,0,389608.8438,0,0,0
Q9Y224,0,0,721236.3125,182291.2188,0,0,0
Q7L4I2,0,0,1670202,507689.1875,0,0,0
P0DP07,0,0,0,0,0,0,0
Q66PJ3,0,0,0,0,443657.0938,1774456.125,0
O15264,0,2208670.25,0,0,0,0,0
A6NCN2,0,0,0,0,0,0,2569064.375
Q92466,1832020.75,0,0,0,0,0,0
P63096,0,0,1478068.75,0,0,0,0
Q9NQ88,0,0,0,0,0,880252.5,0
Q8TCB0,0,0,282542.625,0,785202.75,0,0
P62318,0,0,0,0,0,0,2488917.5
Q99567,0,0,178749.9219,0,0,378783.2188,0
P63313,0,811860.5313,0,0,0,0,0
Q658Y4,1079178.125,504718.4531,0,0,0,0,0
Q8IZP0,0,506528.1563,0,0,0,1510601.438,0
Q5HYI8,0,799966.9375,0,0,0,1110853,0
E5RIL1,0,0,389148.2813,0,0,0,715585
O60784,1064939,654932.6875,0,0,0,0,0
Q8NDA8,1345628.25,220138.1406,0,0,0,0,0
Q86V81,0,0,0,0,0,0,0
Q9H6U6,0,0,0,0,0,0,0
Q9BZ29,0,992589.8125,0,0,0,0,306931.9688
P04259,0,0,0,0,0,139555.2969,0
P11177,0,0,0,0,0,0,1378421.25
O00767,0,0,0,0,1094601.125,537098.5,0
Q9BVG4,0,0,454254.875,0,0,0,0
Q86SQ4,0,2334867.5,0,0,0,0,0
Q9Y221,344813.7813,0,0,0,0,0,0
Q10570,0,0,1460046.5,0,0,0,208889.3125
Q6P2E9,0,0,0,269158.5625,261694.9531,0,0
Q9P253,0,0,489229,0,987221.625,0,0
Q86TX2,1357197.5,0,476916.1875,0,0,0,0
Q15392,0,0,376002.2813,0,0,0,0
Q9P2I0,1128675.25,0,0,305944.625,0,0,0
Q9UBP9,0,0,0,0,0,0,0
O15075,0,0,0,184089.5313,0,0,0
Q8IYB3,0,0,0,0,0,0,0
Q14532,0,0,0,0,0,0,2200775
P48507,0,221210.7813,0,0,0,0,1716973.313
P12035,0,0,0,0,0,0,0
Q16394,927290.25,0,0,911523.5,0,0,0
Q86WT1,633919.875,0,0,920596.5,0,0,0
P09471,0,0,0,0,0,1566864.25,0
Q9BZ67,0,582045.875,267344.6563,0,0,0,0
Q16512,0,0,0,0,0,0,0
Q9BQ67,0,590085.625,648313.4375,0,0,0,0
P35249,0,650696.5625,0,0,0,0,0
Q9UN81,0,0,0,651641.3438,0,0,754709.0625
Q9NQE9,1237006.109,0,176006.5938,0,0,0,0
Q9H488,0,0,0,0,0,0,0
O00534,0,0,0,720807.75,0,0,0
Q6NUK1,0,0,0,0,277265.3125,0,994956.3125
O43294,0,0,0,0,0,999049.875,397209.75
Q08379,782294.375,0,0,641026.25,0,0,0
Q96FX7,0,1010841.5,0,0,0,0,0
Q15758,0,0,1245052.438,0,0,0,836465.625
Q8WTR4,0,0,0,0,1168652.875,0,0
Q9NY33,0,0,0,0,531202.6875,0,381691.4375
P14384,0,905911.25,0,0,0,0,0
Q9UKY7,0,842486.8125,0,0,0,920585.6875,0
O95466,0,567557.0625,0,0,0,0,0
Q92888,597168.9375,0,0,0,0,847003.5,0
P41567,0,0,562117.4375,0,0,0,554796.9375
Q9NSE4,917617,0,0,0,0,0,390198.5
P49585,615614.875,0,0,732419.8125,0,0,0
P49756,0,1402680.25,0,0,0,0,0
Q29RF7,0,0,845919.5,0,442664.75,0,0
Q99755,602050.6875,0,0,0,0,306370.125,0
P60866,0,275074.75,0,0,0,1677795.568,0
Q15907,0,427394.8438,0,0,0,0,0
Q13103,0,0,689533.3125,0,167558.6094,0,0
P25942,0,0,0,0,1928541.375,0,0
Q9H832,697785,0,0,0,0,0,0
Q16637,0,0,0,0,0,0,1010737.063
P51857,0,0,545212.4375,0,0,466508.4063,0
Q8NBJ4,0,0,0,477196.8438,0,632014,0
O75897,0,0,0,1108467.875,768177.625,0,0
P30048,0,0,877632.3125,0,0,0,731940.6875
Q9NUG6,0,0,0,0,0,1856234.375,0
P67775,1101120.125,347787.9063,0,0,0,0,0
Q13247,0,0,896983.9375,0,0,0,0
P49619,0,0,0,350345.875,0,0,427041.7188
Q96EP1,0,0,0,0,0,0,0
P35250,429808.8438,0,0,0,0,0,0
O95801,0,0,0,0,0,0,0
Q9Y333,0,0,0,0,0,0,0
Q9HAN9,0,0,1193311.625,0,0,0,0
Q674X7,0,0,0,0,516341.5625,0,347960.9375
O94888,0,412976.875,0,0,0,0,224713.9531
Q13188,0,0,0,0,0,0,0
Q15427,0,0,0,0,0,0,0
P01718,0,0,0,0,0,0,0
P54646,0,0,0,0,0,0,0
Q96BM9,579730.875,0,0,0,0,0,0
P17948,948562.125,0,0,204129.9063,0,0,0
P54886,473623.1563,384239.375,0,0,0,0,0
Q96JJ7,0,0,0,0,0,0,0
P46734,0,438586.0625,0,0,0,1101725.75,0
Q9UPU5,179991.8438,0,831899.5,0,0,0,0
P50479,0,168919.0938,0,485768.7188,0,0,0
Q9BXD5,0,502593.1563,0,0,0,717395.8125,0
Q5TD94,588091.4375,0,0,0,0,0,414468.0938
P09622,0,0,0,0,763405.4375,0,0
Q9NPJ3,0,0,491827,0,0,438578.1563,0
Q15417,0,0,342173.5,0,551445.1875,0,0
Q9Y4K1,0,0,0,0,0,0,773000.25
Q9C093,0,0,0,0,344903.375,951378.5625,0
Q96HN2,0,456468.2813,0,281457.1563,0,0,0
Q9NZJ4,580122.75,0,0,0,0,0,0
Q8N3E9,0,0,0,778597.6563,0,0,0
Q16881,0,0,0,421442.5313,438787.7188,0,0
O60220,0,0,1601309,0,0,0,0
P49841,0,0,0,0,0,0,0
Q9NX08,0,306382.6875,0,0,0,0,0
Q9UQ03,736184.5625,0,0,0,0,0,0
O43852,0,399101.4375,0,0,425819.5,0,0
O75843,341084.5313,0,0,0,438123.2813,0,0
P29972,0,0,0,0,1555920.625,0,0
Q6NZY4,0,0,0,0,0,0,576958.0625
A6NLC8,0,0,0,723075.5625,0,0,0
P42858,0,517129.9063,0,0,0,0,0
Q05209,682734.4375,0,543673.4375,0,0,0,0
Q6UWP2,0,0,0,0,0,648971.3125,0
P14136,0,118424.1016,0,0,0,0,0
Q8IVG5,0,0,686028.6875,0,0,0,0
P05165,0,652174.375,0,0,0,412046.75,0
P23368,0,0,801112.1875,0,0,377024.9063,0
Q92769,0,0,0,0,0,461689.375,696805.3125
P30466,0,637403.4375,0,0,852254.3125,0,0
Q7L523,0,0,0,263746.8125,0,0,136780.0938
P63279,0,113381.5781,0,0,0,0,720154.4375
P48960,0,529872.0625,586859.9375,0,0,0,0
Q01780,0,0,0,798242.75,0,0,0
Q04695,369188.6875,334282.3438,0,0,0,0,0
P42566,0,0,0,0,0,608431.25,0
Q96LD4,0,0,973390.9375,0,0,0,277246.4375
P30038,0,0,0,0,0,346567.8125,0
P14209,0,154478.4219,0,0,0,0,0
Q99961,0,0,0,0,0,1031422.875,0
P30519,0,766707.9375,691277.5,0,0,0,0
Q13617,478983.4688,0,0,0,0,348919.0313,0
Q9NVR5,0,0,0,0,527589.125,397993.5625,0
Q9H8H3,0,0,0,0,605356.5625,0,0
P11802,0,0,0,0,0,0,0
P16885,289651.3125,0,281769.7813,0,0,0,0
P19838,0,0,0,577246.5625,0,272581.9063,0
P50749,0,0,0,0,0,0,0
P62745,705555.25,0,0,0,0,0,0
P13761,0,0,0,0,535699.1875,568914.9375,0
O00499,518767.8125,0,0,0,0,0,210481.1094
P18465,0,0,0,0,0,1434114.75,0
Q4KWH8,0,0,0,0,0,0,687843.25
Q8N8A2,368030.1875,0,0,0,0,0,206856.1875
O00712,0,533561.5,0,0,0,0,0
P83110,0,0,0,0,0,0,0
Q15750,0,0,0,0,0,0,322272.1875
O14556,0,0,0,0,0,0,0
O15294,0,0,0,393451.5,0,1003647.438,0
Q92608,0,0,0,0,492184.0625,0,0
Q9P0V3,0,391797.2813,0,0,0,259115.7969,0
Q96P20,0,0,0,0,0,551839.8125,0
P23193,0,0,589584.25,0,0,125242.2031,0
O95861,346855.8438,0,0,0,0,0,0
Q9NXG2,0,362719.6563,0,0,417833.5625,0,0
Q9UK41,140929.8281,0,0,227802.7813,0,0,0
O60231,0,230581.25,0,0,0,0,0
P49903,0,0,511199.9688,0,0,0,0
P55039,0,261159.375,0,0,0,1066195.875,0
Q9H106,988233.625,0,0,0,0,0,0
Q15293,0,0,0,0,0,1324391.375,0
O15551,639467,313444.0625,0,0,0,0,0
O43847,0,0,748834.1875,0,0,0,0
Q9NRN7,563198.375,0,0,0,0,0,0
O75822,0,0,916879.4375,0,0,0,0
Q9NWZ3,0,313141.9063,0,0,0,0,387907.8125
O75531,0,722202.4844,574147.6875,0,0,0,0
Q13683,0,433846.375,0,0,482400.0938,0,0
Q7Z4G1,403728.5938,0,0,0,0,0,386501.1016
O75436,0,0,0,0,0,0,368012.1875
O75191,447468,0,0,0,0,0,0
Q7Z4S6,398279.1875,0,0,0,0,0,0
Q9Y251,0,305659.6875,0,0,0,420527.2188,0
Q6VY07,359742.1875,0,0,211546.6563,0,0,0
O43182,0,0,544473.0625,0,0,0,0
Q8N6R0,0,0,365157.2188,0,0,0,0
Q04446,0,0,0,0,0,0,0
Q9NYQ8,0,0,0,0,0,0,0
P30505,423297.3125,0,0,0,0,0,0
P11597,229837.6875,361785.5625,0,0,0,0,0
P05154,0,0,1001718.875,246592.9375,0,0,0
Q9ULT8,0,0,339944.9375,0,0,907327,0
Q9Y316,0,0,0,0,0,0,0
P11532,0,0,0,0,0,0,0
Q5JPE7,0,0,177704.0156,0,0,459555.4375,0
Q16513,0,0,0,0,0,1041850,0
Q9BVJ7,0,0,0,171441.7344,700407.75,0,0
Q16799,752493.5,0,0,0,0,0,0
Q9BTE6,0,0,1005747.25,0,0,0,0
Q8N3C0,0,0,341850.125,0,0,0,273869.5938
Q8IZQ5,0,0,0,0,0,0,1211961
Q8N4A0,0,0,0,0,702462.4375,0,0
Q9UGJ1,0,0,0,0,0,0,1211171.125
O00214,0,259161.5938,0,0,0,0,0
Q9UKX5,1209541.25,0,0,0,0,0,0
Q99828,0,0,0,0,0,766678.5625,0
Q9H6R4,0,523517.4375,0,0,0,0,0
Q9NZL9,0,0,726506.3125,0,0,0,0
P09104,0,0,588579.8125,0,0,0,0
Q0VDF9,652098.8125,0,0,0,0,535373.8125,0
P78356,0,423571.2813,0,0,0,432083.2188,0
Q53H96,0,0,0,0,0,0,351855.4375
Q8WW12,0,0,0,0,0,0,0
Q9UNZ2,0,0,388690.125,429625.1875,0,0,0
Q9UNF1,345769.125,0,0,0,244339.4063,0,0
Q13561,0,0,0,0,0,385294.5313,0
P16403,0,0,0,0,0,0,0
Q9UQ35,279289.6563,0,0,0,0,879681.9375,0
P18031,0,0,150644.9844,0,472165.625,0,0
Q13325,0,0,0,0,432893.9688,0,426889.9688
Q86TU7,269583.7813,0,0,0,0,0,0
Q93062,0,0,1148831.75,0,0,0,0
Q9Y6Y0,0,174771.1094,0,0,0,0,0
Q8NBF6,168277.9844,0,0,0,0,0,0
Q5VTR2,0,0,0,382473.6563,0,0,392223.4375
Q969Z4,0,0,0,0,0,873900.75,267666.8125
P30490,664671,0,0,0,0,0,466786.5313
P54619,0,627212.5625,0,0,0,111841.3906,0
Q9BPX5,0,0,0,0,373548.3125,488154.8125,0
Q8WXI2,0,0,0,763326.5,0,0,0
Q01650,0,0,0,786386.3125,0,0,0
Q9UK76,0,417862.0313,0,0,0,699438.4063,0
P08253,463176.125,372241.5625,0,0,0,0,0
Q9Y4K3,534753.75,0,0,0,0,0,0
P30479,0,0,0,0,0,0,0
P50851,0,369664.1563,0,0,0,0,0
P45954,0,0,0,369659.9063,0,0,0
Q15334,0,0,0,0,329177.8438,0,0
Q9BT73,396788.4375,0,0,0,0,0,0
Q9BQ15,0,0,0,801862.25,0,0,0
Q9NY12,0,288007.7813,0,0,0,0,0
Q70J99,0,0,0,0,0,1090357.297,0
Q9C0C9,0,262959.2188,0,0,0,211649.9531,0
A1L0T0,342201.125,0,0,0,0,128073.3438,0
Q3LXA3,0,0,0,0,0,0,0
P62495,0,384003.0313,0,0,0,695278.75,0
Q15819,0,0,0,0,425460.25,643680.125,0
Q8WU79,0,0,0,0,911385.75,152734.5625,0
O14786,1063462.625,0,0,0,0,0,0
Q8N1B4,0,0,0,0,1061378.125,0,0
Q2TB90,0,0,0,0,341445.0313,390355.9688,0
Q92692,0,0,0,0,0,486753.875,0
P18564,0,0,740902.0625,0,0,0,0
A6NMZ7,388871.9688,660253.625,0,0,0,0,0
Q96HQ2,311948.5,0,111295.1406,0,0,0,0
P02771,0,326468.8125,0,0,0,0,0
Q13404,0,0,0,0,0,0,0
Q9HD45,0,107063.1953,0,0,0,0,0
O95347,0,0,0,0,0,0,0
P18858,0,0,0,0,0,236955.0781,0
Q96CW5,0,0,0,0,0,1031536.938,0
Q7Z591,0,1025077.313,0,0,0,0,0
Q7KYR7,0,0,1025057.375,0,0,0,0
Q5T2T1,0,189376.3438,641360.75,0,0,0,0
Q76LX8,201941.6563,0,0,117178.2891,0,0,0
P14207,0,0,0,0,0,0,0
Q99848,0,198928.1875,0,0,0,0,0
Q8TDZ2,0,0,0,0,0,594272.625,0
P62312,0,0,0,0,0,0,0
Q9H9G7,0,0,366036.3438,0,0,0,299020.875
P19474,0,0,0,0,0,0,0
Q12768,0,0,0,0,0,427036.4688,576260.625
O75688,0,0,0,0,0,0,0
Q13948,704963.5,0,0,0,0,0,0
P15529,0,0,733437.375,0,0,0,0
Q8N8S7,0,0,360631.5938,0,0,0,350397.625
O75629,468183.4063,0,0,0,0,0,0
Q16629,207574.75,395263.9375,0,0,0,0,0
Q06828,215772.6875,0,0,0,0,0,0
O00744,0,0,653743.875,0,0,0,0
Q13177,0,447102.2813,0,0,0,0,227839.6094
O14920,0,0,0,0,0,964669.3125,0
Q14137,421207.1563,0,0,0,0,0,0
Q02985,0,0,0,0,0,0,0
Q9UBW8,357445.7813,0,0,0,0,380481.5,0
Q9BX67,0,0,0,0,0,587638,0
P00390,0,215936.8438,0,0,0,446705.9609,0
O75146,0,0,0,0,0,0,364228.625
P15291,0,509446.2188,0,0,0,0,0
Q86Y37,0,0,0,0,0,379195.125,0
Q99836,0,0,0,0,382085.5625,553465.5,0
P40616,0,0,0,0,0,0,0
O94769,0,0,307028.5,153224.75,0,0,0
Q9UN79,0,69870.0625,0,0,0,0,286388.0938
Q96BT1,0,0,0,0,0,0,0
O60711,0,0,0,0,0,910643.5625,0
O43837,0,0,0,0,0,366249.0938,0
Q96DC8,0,0,0,0,0,0,890551.0625
Q9Y5A7,0,0,0,0,0,0,0
Q9H6T3,0,0,0,286948.375,0,0,0
Q01973,0,622005.4375,0,0,0,267642.8438,0
Q96EY5,0,220245.5938,0,0,0,0,0
Q96AY3,0,0,456915.5313,0,0,0,236306.4844
P10515,0,610507.8125,0,0,0,0,0
Q9NRY6,0,123785.8359,0,339995.8438,0,0,0
Q5KU26,0,0,248605.4844,278525.1875,0,0,0
P49321,0,0,0,0,0,0,0
O15231,0,0,0,0,0,588230.7813,0
Q6UXB8,0,0,0,0,0,0,0
Q70CQ2,0,0,0,0,0,0,0
O95571,0,0,212516.3438,260826.0781,0,0,0
Q96QD8,0,0,0,0,0,0,359125.3125
Q02539,0,423728.3438,0,0,0,443788.5938,0
Q99973,449101.4688,125916.9844,0,0,0,0,0
P42356,0,0,0,0,0,0,0
Q15080,0,0,388897.3438,0,0,0,235038.1094
Q9P289,0,0,0,0,0,0,0
Q9HAU5,0,0,0,0,93222.29688,0,0
Q96HU8,0,447591.7188,0,0,0,170958.125,0
P26022,0,0,208515.4688,0,0,0,0
Q12884,0,0,0,0,488577.1875,351262.8125,0
P07954,0,428761.75,0,0,0,0,0
Q8TCE6,0,0,0,0,0,0,295359.3125
Q99569,0,0,495205.3125,0,0,0,336323.5625
Q16831,0,0,0,0,0,523363.5625,0
P19878,0,0,0,0,251283.7813,0,0
Q12805,0,0,0,0,259247.9844,322667.75,0
Q17RN3,0,0,0,0,0,359830.6563,0
Q5T7N3,0,0,0,0,0,0,0
Q9NVP1,0,0,0,0,258613.0781,0,0
Q9H0B6,0,258843.4219,0,0,0,0,0
Q9BST9,0,0,0,0,412220.3438,256129.0469,0
Q14449,0,398063.8125,0,0,0,404383.1875,0
Q6ZMU5,0,0,0,0,0,0,0
P17066,0,0,483683.8125,0,0,0,0
P04080,0,788915.625,0,0,0,0,0
Q96EA4,0,0,0,0,0,0,0
O15127,0,0,0,0,413047.4375,0,0
Q6UVY6,0,191355.0469,0,0,0,230215.2344,0
Q5ZPR3,0,0,436700.8438,0,0,0,0
P01912,0,0,0,0,0,778727,0
P10253,381802.2813,0,0,0,0,0,0
Q9P260,0,0,0,0,0,0,0
P63208,319480.9063,0,0,0,0,450635.625,0
P31040,0,0,0,0,0,766374.4375,0
Q9GZS0,0,0,0,0,0,0,0
Q6P158,0,269997.125,0,0,0,0,0
Q92835,0,359230.75,0,0,0,0,0
P08651,369979.2188,0,0,0,0,0,0
Q16204,0,247182.2969,0,300537.5625,0,0,0
P62330,0,0,0,0,0,0,0
Q8NFH3,0,0,0,746073.5,0,0,0
O75886,0,0,0,0,0,0,0
Q6UXB3,0,0,0,0,354161.0313,0,0
P63027,0,0,726207.0625,0,0,0,0
O95352,0,0,0,0,0,0,0
Q8TDN6,0,0,0,0,324460.125,153021.5625,0
O00139,0,0,0,0,0,714036.375,0
P63172,0,119871.1563,0,0,214128.1719,0,0
Q9UHI8,0,458920.3125,0,0,0,0,0
Q01844,0,0,217545.3438,0,0,0,491150.2813
Q2M2I8,0,0,0,0,0,0,0
Q14956,0,0,0,0,0,0,0
Q8NBQ5,0,0,0,302391.4375,0,0,0
O00635,703365.3125,0,0,0,0,0,0
P55809,0,406874.3125,0,0,0,294890.625,0
O95866,0,0,0,0,0,348411.6875,0
O75563,0,0,0,0,0,692967.5,0
P80188,432902.1563,0,0,0,0,0,0
O95197,0,260065.3438,0,0,0,432156.7188,0
Q92620,0,125929.875,0,0,0,123606.1953,0
Q9UN66,0,0,0,0,0,0,176665.8438
P24386,0,0,0,0,0,0,0
Q86U42,0,0,0,305950.0625,0,200098.5781,0
P0DMN0,0,0,0,0,0,0,0
Q96IY4,0,0,299866.4063,0,0,0,0
P60059,0,328204.1875,0,0,0,0,0
Q9NZ52,0,0,0,0,349937,329023.9688,0
Q7Z7K6,0,0,0,227078.2031,0,0,185369.4375
Q9BZV1,0,0,0,0,0,0,0
Q96L92,0,0,0,0,344241.1875,0,332695.75
O94868,0,0,0,0,170372.375,0,0
Q9Y6I4,0,0,0,0,0,0,350649.8125
P48506,0,256172.9531,254778.5625,0,0,0,0
Q92614,0,0,0,0,0,0,0
Q14444,0,0,389148.8125,0,0,0,0
Q8NBS9,0,0,0,0,0,0,0
Q9H1Y0,0,0,0,0,0,0,0
Q9BXS5,328659.4063,0,0,0,0,0,0
O95299,144578.125,0,0,0,0,0,0
O95155,290417.9063,0,0,0,0,0,0
Q12929,0,0,0,0,0,0,0
Q05519,0,0,0,0,0,0,0
O15091,0,0,0,0,261375.7813,0,0
Q9BXR6,0,0,0,0,0,0,0
Q9P0G3,0,0,0,0,646165.25,0,0
Q9Y3Y2,0,0,0,0,0,0,0
Q9Y3C8,0,0,0,0,0,0,0
Q9H0N0,0,0,0,0,0,0,0
P18583,0,384878.625,0,0,0,0,127335.6563
O95248,0,241067.2344,0,0,0,394560.9688,0
P53675,0,0,0,0,0,634198.0625,0
Q9UQV4,0,0,0,0,0,0,0
Q8IXH7,0,408628.7813,0,0,0,0,0
Q14533,0,0,0,0,0,0,630985.3125
P18085,391149.5313,0,0,0,0,0,0
Q96N67,0,0,0,0,0,0,0
Q9Y223,432845.3125,0,0,0,0,0,0
Q13601,0,0,0,0,0,0,0
Q8WTS1,0,0,0,0,0,0,0
Q58FF6,0,0,0,0,0,0,0
A0A0A0MRZ9,0,621554.375,0,0,0,0,0
Q9UHP6,0,0,0,0,150642.5781,470670.5,0
P41219,0,618316.5,0,0,0,0,0
Q9H8W4,0,0,0,0,0,146741.9063,0
Q9ULI3,0,0,0,223804.0625,217618.375,0,0
Q86X10,0,0,0,275919.1563,0,0,0
A6NDG6,285440.9063,329076.9063,0,0,0,0,0
Q9Y6A4,0,0,613049.875,0,0,0,0
Q12765,224214.3438,0,0,0,0,0,0
Q9H0E2,0,0,0,0,0,0,0
Q96J84,0,0,0,0,0,0,0
Q14997,607791.5625,0,0,0,0,0,0
Q9Y5L0,0,0,0,0,0,0,0
P55735,0,606815,0,0,0,0,0
Q99598,0,0,0,411459.9375,0,0,0
Q96FZ2,0,0,0,0,0,0,0
Q9Y4C1,0,0,0,0,0,0,0
Q9P1F3,0,0,0,0,0,228071.0469,0
O43809,0,0,0,0,0,0,0
Q6DKI1,0,0,0,0,0,0,0
Q96L58,0,0,0,0,0,0,585254.8125
Q9P215,584699.75,0,0,0,0,0,0
Q92629,0,0,0,0,0,0,0
Q8IXJ6,0,0,0,0,227042.1875,0,0
Q9Y3A3,577659.375,0,0,0,0,0,0
Q9NPD3,0,0,0,0,0,0,0
P28360,0,0,0,0,0,572950,0
O00505,182816.1094,0,0,222348.6875,0,0,0
P10155,217164.5313,153396.7188,0,0,0,0,0
Q96PZ0,567042.125,0,0,0,0,0,0
Q9H4A3,0,0,316479.4688,0,0,0,0
Q8NE01,0,0,316479.4688,0,0,0,0
Q9UHV9,0,556594.375,0,0,0,0,0
Q9Y3E7,0,0,0,554057.9375,0,0,0
P62857,0,0,0,0,0,551535.125,0
Q96GK7,0,0,0,0,0,297827.9063,0
P13473,151387.7969,0,0,0,161248.0781,0,0
O94855,367086.9688,0,0,0,0,0,0
P18054,0,0,0,0,0,545031.0625,0
Q12792,0,0,288098.3438,0,0,0,256117.2969
O75792,0,0,0,167253.4844,186013.0469,0,0
Q709C8,0,0,535755.5625,0,0,0,0
Q92925,0,0,0,253805.0938,0,0,0
Q58FG1,0,0,0,0,0,0,0
Q9P2W9,0,0,156162.8281,0,0,0,0
P45877,0,0,0,0,344150.5625,188248.0313,0
O14907,0,0,0,0,0,0,0
O15084,0,0,0,0,0,0,0
P08294,0,0,0,0,0,0,0
O76027,0,0,0,0,0,0,0
Q92526,0,0,0,0,0,0,0
O94763,185268.0469,0,0,0,0,223790.0781,0
Q9UKV3,0,0,0,0,0,0,0
Q8TEQ6,0,0,523929.5313,0,0,0,0
P85298,0,521847.0625,0,0,0,0,0
Q9H2J4,0,0,0,0,0,277214,0
Q9UHA4,0,0,0,0,193963.4531,171196.5781,0
Q92572,0,221878.2031,0,0,0,292694.3438,0
O75494,0,0,514393.125,0,0,0,0
Q9NVR2,0,513495.875,0,0,0,0,0
Q9H9A5,0,0,0,0,0,0,0
P51606,277022.75,0,0,0,0,0,0
Q9NNX6,0,0,0,0,0,512176.5313,0
O75521,0,0,0,0,0,0,0
Q9Y394,0,0,0,0,509536.7188,0,0
Q00325,0,0,0,0,0,201979,0
Q86X76,0,0,0,0,225369.4844,0,0
P23219,0,0,0,0,180829.5781,317601.75,0
Q9H3G5,0,0,212453.6094,0,172167.5,0,0
Q9NRY4,0,0,494051.75,0,0,0,0
O14981,0,0,0,0,0,149759.7813,0
P84090,0,310495.2813,0,0,182136.9531,0,0
P48634,0,0,0,0,0,0,0
Q969S9,0,0,0,0,0,0,0
P14406,0,484874.0625,0,0,0,0,0
Q9H0F7,293109.1563,0,0,0,0,0,0
Q00266,0,0,482087.1875,0,0,0,0
P53992,0,0,0,0,0,0,0
P11245,165589.7031,313514.9063,0,0,0,0,0
Q9BVP2,0,0,271187.3125,0,0,0,0
O14896,0,0,0,0,0,0,0
Q92973,0,0,0,0,0,0,0
Q00169,0,0,0,93026.8125,0,0,0
P00492,0,131051.2109,0,0,0,0,0
Q12874,0,0,0,472071.4688,0,0,0
Q96BS2,0,470963,0,0,0,0,0
Q71UM5,0,0,0,0,0,0,0
Q15437,0,0,0,0,0,0,0
Q93099,466524.5938,0,0,0,0,0,0
O14910,0,0,0,0,0,0,0
Q8NI99,0,0,0,0,0,0,0
Q9BRP4,0,0,0,244375.6406,0,0,0
P12955,0,0,0,0,0,0,0
Q9C0E8,0,0,459672.5625,0,0,0,0
O15321,0,0,0,0,0,0,0
Q8WU90,0,0,0,0,0,0,0
